default;LivingStatus;EmploymentStatus;MonthlyIncome;external_score_1;external_score_2;time_to_first_trx;time_to_activation;opening_balance;closing_balance;amount_transaction_type1;amount_transaction_type2;amount_transaction_type3;amount_transaction_type4;amount_transaction_type5;amount_transaction_type6;amount_transaction_type7;amount_transaction_type8;amount_transaction_type9;amount_transaction_type10;amount_transaction_type11;amount_transaction_type12;amount_transaction_type13;amount_transaction_type14;amount_transaction_type15;amount_transaction_type16;amount_turnover_purchase;amount_turnover_betting;amount_turnover_cash;amount_turnover_money_transfer;repayment_amount
0;Renter;Employee;1500;516;144;24;10;-1093,02;-877,29;0;0;0;0;0;0;0;-97,85;-232,4;-688,35;0;0;0;0;-162,99;0;-842,58;0;0;0;1197,77
0;Unknown;Unknown;-1;514;527;32;15;-792,81;-874,49;-0,86;0;0;0;0;0;0;-417,18;-64,43;-619,4;0;0;0;0;0;0;-833,3;0;0;0;934,01
0;Renter;Employee;2000;533;756;38;21;-342,42;-873,97;0;0;0;0;0;-18,49;0;-90,6;-55,9;-643,84;0;0;0;0;0;0;-832,21;0;0;0;313,17
0;Renter;Other;2000;-1;459;39;17;-993,89;-873,73;0;0;0;-331,48;0;-31,5;-15,99;-381,54;-97,54;-384,76;0;-96,18;0;0;0;0;-804,01;0;0;0;0
0;Owner;Executive civil servant;3000;560;262;48;32;-119,59;-872,66;0;0;0;0;0;0;0;-502,48;0;-426,66;0;0;0;-57;-58,3;0;-809,07;-60;0;0;111,98
0;Renter;Employee;2500;528;298;47;8;-967,94;-867,59;-0,22;0;0;0;0;0;0;0;0;-702,6;0;0;0;0;0;0;-804,01;0;0;0;874,11
0;Unknown;Unknown;-1;528;323;26;13;-283,83;-863,26;-10,96;0;0;0;0;0;0;-149,77;0;-38,6;0;0;0;0;0;0;-247,72;0;0;0;0
0;Renter;Executive employee;2000;504;192;29;13;-437,29;-862,13;-8,69;0;0;0;0;0;0;-84,29;-47,83;-146,39;-233,5;0;0;0;0;0;-570,12;0;0;0;0
0;Renter;Unknown;1500;-1;298;45;19;-301,81;-860,75;-7;0;0;0;0;0;0;0;0;-16,5;-500;-8;0;0;0;0;-3,99;0;-500;0;379,29
0;Owner;Employee;3000;493;252;70;51;-397,91;-860,4;-6,12;0;0;0;0;0;0;-206,5;-108;-159,21;-570;0;0;-40;0;0;-357,67;-20,5;-570;0;20
0;Renter;Self-employed/freelancer;2000;-1;375;31;22;-768,25;-860,23;-13,51;0;0;0;0;0;0;-59,9;-33,22;0;0;0;0;0;0;0;-58,83;0;0;0;100
0;Unknown;Unknown;-1;528;466;32;15;-792,81;-860,23;-8,57;0;0;0;0;0;0;-162,46;0;0;0;0;0;0;0;0;-154,58;0;0;0;800
0;Unknown;Unknown;-1;536;326;33;20;-809,04;-860,23;0;0;0;0;0;0;0;-477,27;0;-319,94;0;0;0;0;-6,81;0;-838,98;0;0;0;822,66
0;Unknown;Unknown;-1;-1;545;22;16;-211,4;-860,01;-8,73;0;0;0;0;0;0;0;0;0;-729,12;0;0;0;0;0;0;0;-610;0;290
0;Renter;Other;2500;497;496;28;13;-212,17;-860,01;-1,47;0;0;0;0;0;0;-346,82;-70,08;-266,53;-439,12;0;0;0;-27;0;-822,01;0;-320;0;400
0;Renter;Unemployed;1500;332;374;21;19;-161,23;-858,97;-0,67;0;0;0;0;-93,1;0;-45,82;0;0;0;0;0;-137,42;0;0;-117,05;-137,42;0;0;100
0;Renter;Executive employee;2500;526;230;27;17;-182,27;-857,86;-3,94;0;0;0;0;0;0;0;0;-4,99;-1000;0;0;0;0;0;0;0;-1010;0;0
0;Owner;Executive employee;2500;527;411;21;8;-152,82;-857,86;-9,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Self-employed/freelancer;2500;349;853;30;14;-443,71;-856,74;-9,34;0;0;0;0;0;0;-105,19;0;-162,44;-570;0;0;0;0;0;-232,59;0;-560;0;40
0;Unknown;Other;1000;491;751;1123;19;-594,51;-855,9;-301,65;0;0;0;0;-51;0;0;0;-17,8;-540;0;0;0;0;0;-557,8;0;-110;-300;1442,77
0;Unknown;Unknown;-1;284;459;26;12;-991,97;-854,87;-14,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Other;Unemployed;1000;480;689;175;6;-267,64;-854,5;-4,76;0;0;0;0;-137,49;0;0;0;0;0;-1;0;-137,42;0;0;-235;0;0;0;80
0;Renter;Executive employee;2500;507;912;18;11;-872,23;-854,42;-16,16;0;0;0;0;-9,5;0;-3,99;0;0;-150;0;0;0;0;-219,45;-27,8;0;-150;0;-999
0;Renter;Employee;2500;385;666;64;10;-999,22;-853,75;-16,6;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;-10;0;-50;0;-999
0;At Parents;Retiree/pensioner;1500;491;143;20;7;-1878,35;-852,21;-14,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
0;Renter;Civil servants/governmental;2500;505;374;14;11;-1976,54;-852,21;-14,71;0;0;0;0;0;0;0;0;-130,31;0;0;0;0;0;0;-160,96;0;0;0;150
0;Renter;Employee;1500;-1;321;21;6;-834,26;-850,59;-19,25;0;0;0;0;0;0;0;-17,99;0;0;0;0;-100;0;0;0;-100;0;0;100
0;Owner;Self-employed/freelancer;6001;512;374;114;65;-260,85;-849,8;0;0;0;0;0;0;0;-45,81;0;0;-682,4;0;0;-40;0;0;-755,81;0;0;0;244,86
0;Renter;Self-employed/freelancer;2000;444;241;22;9;-964,66;-848,9;-13,33;0;0;0;0;0;0;0;0;-10,97;-120,9;-20;0;-21,98;0;0;-21,9;-33;-120;0;20
0;Owner;Other;2500;544;322;30;15;-289,96;-848,52;0;0;0;0;0;0;-10;-275,46;0;-320,86;0;0;0;-10;0;0;-833,3;0;0;0;274,81
0;Renter;Employee;1500;560;522;57;21;-452,34;-846,86;-15,63;0;0;0;0;0;0;0;0;-32,4;-400;-7,99;0;0;0;0;-32,98;0;-400;0;110
0;Owner;Employee;2500;561;504;33;15;-316,51;-846,86;0;0;0;0;0;0;0;0;0;-9,04;0;0;0;0;0;0;-15,46;0;0;0;331,57
0;Renter;Employee;2500;561;545;41;21;-452,34;-846,86;-10,89;0;0;0;0;0;0;-4,4;0;0;0;0;0;0;0;0;0;0;0;0;20
0;Renter;Retiree/pensioner;2000;549;322;32;19;-519,76;-846,15;-0,63;0;0;0;0;0;0;-612,89;-31,64;-94,86;0;0;0;0;0;0;-670,6;0;0;0;523,75
0;Unknown;Unknown;-1;550;277;31;23;-505,82;-846,15;0;0;0;0;0;0;0;0;0;-312,92;0;0;0;0;0;0;-822,01;0;0;0;0
0;Unknown;Unknown;-1;482;576;19;15;-164,74;-844,88;-9,16;0;0;0;0;0;0;-87,06;0;-67,97;-980;0;0;0;0;0;-138,01;0;-650;0;357,47
0;Renter;Employee;3000;565;-1;39;23;-34,99;-844,39;-3,15;0;0;0;0;0;-20;0;0;0;-643,1;0;0;0;0;0;-584,39;0;0;0;0
0;Renter;Employee;2500;-1;326;36;25;-834,45;-842,58;-14,57;0;0;0;0;0;0;-79,95;0;0;0;-2;0;0;0;0;-78,98;0;0;0;100
0;Renter;Employee;-1;393;-1;39;18;-970,02;-842,58;-13,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
0;Other;Employee;1000;-1;402;59;38;-846,21;-842,47;0;0;0;-808,36;0;-14,9;-93;-512,79;0;-426,71;-210;0;0;0;0;0;-809,07;0;0;0;830,1
0;Other;Executive employee;2500;369;463;74;60;-876,9;-842,47;-13,39;0;0;0;0;0;0;0;0;0;-850;0;0;0;0;0;0;0;-850;0;620,26
0;Other;Housewife;2000;430;144;37;22;-964,66;-842,47;-15,27;0;0;0;0;0;0;-32;0;-12,99;0;0;0;0;0;0;-43,94;0;0;0;50
0;Other;Retiree/pensioner;3000;584;403;68;51;-769,57;-842,47;-10;0;0;0;0;-2,5;0;-32,37;0;-30,7;-41;-7,99;0;0;0;0;-68,27;0;-48,14;0;600
0;Owner;Employee;3000;517;758;21;9;-1026,05;-840,27;0;0;0;0;0;0;0;-75,06;-161,25;-574,46;0;0;0;0;0;0;-822,01;0;0;0;1032,1
0;Renter;Employee;2000;421;492;88;75;-386,12;-839,27;0;0;0;0;0;-234,3;-11,99;0;-545,07;0;0;0;0;-504;0;0;-853,09;-394,72;0;0;389,19
0;At Parents;Employee;1500;430;773;468;50;-354,38;-839,27;-4,67;0;0;0;0;0;0;-86,84;-51,39;-156,57;-650;0;0;0;0;0;-421,07;0;-650;0;0
0;Renter;Executive employee;2000;519;379;34;11;-16,86;-838,93;0;0;0;0;0;0;0;-116,41;-324,48;-166,7;0;0;0;-69;0;0;-326,04;0;0;0;0
0;Renter;Executive civil servant;3000;567;801;128;32;-405,76;-837,07;-9,41;0;0;0;0;0;0;-82,26;0;-162,44;-150;-2,32;0;0;0;0;-283,48;0;-150;0;20
0;Unknown;Unknown;-1;572;459;71;47;-362,26;-837,07;0;0;0;0;0;0;0;-219,82;-124,86;-313,26;-150;0;0;0;0;0;-833,3;0;0;0;371,06
0;Other;Employee;2000;546;458;22;15;-66,81;-836,97;0;0;0;0;0;-58,37;-9,9;0;0;-820,78;0;0;0;0;0;-98,5;-902,8;0;0;0;79,06
0;Unknown;Unknown;-1;550;439;29;12;-63,32;-836,97;0;0;0;0;0;0;0;-124,33;-254,06;-93,78;0;0;0;-20;0;0;-506,12;-20;0;0;45,8
0;Unknown;Unknown;-1;552;420;106;15;-60,94;-836,97;0;0;0;0;0;0;0;0;0;-90,06;-110,4;0;0;0;0;0;-737,18;0;0;0;59,62
0;Renter;Civil servants/governmental;2000;-1;375;74;67;-188,07;-836,33;0;0;0;0;0;0;0;-323,95;-306,39;-477,89;0;0;0;-500;0;0;-849,8;-394,72;0;0;0
0;Owner;Employee;2000;-1;784;59;59;-152,18;-836,33;-1,6;0;0;0;0;-61,14;0;-208,88;-94,47;-213,84;-310;0;0;0;0;0;-790,08;0;-300;0;270,27
0;Owner;Retiree/pensioner;2500;-1;789;63;59;-188,07;-836,33;0;0;0;0;0;0;0;-27,7;0;-61,48;-1000;0;0;0;0;0;-816,48;0;0;0;191,14
0;Renter;Executive employee;2000;363;751;30;4;-633,32;-835,2;-11,15;0;0;0;0;-41,5;0;-100,29;-142,4;-64,1;-540;0;0;0;0;0;-337,52;0;-500;0;300
0;Renter;Employee;2000;491;323;56;31;-834,26;-834,39;-13,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
0;Renter;Employee;1500;385;445;28;13;-982,6;-834,07;-13,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
0;Renter;Employee;1000;560;706;29;16;-981,73;-834,07;-9,78;0;0;0;0;0;0;-108,76;0;-285,8;0;0;0;0;0;0;-549,55;0;0;0;500
0;Renter;Self-employed/freelancer;1500;366;375;34;20;-187,01;-832,97;-2,84;0;0;0;0;0;0;-502,48;-50,25;-266,53;-20;-82,12;0;0;0;0;-512,77;0;-20;0;150
0;Owner;Civil servants/governmental;4000;513;738;27;17;-764,77;-832,25;-8,16;0;0;0;0;0;0;-134,62;0;0;0;0;0;0;0;0;-188,99;0;0;0;600
0;Renter;Retiree/pensioner;1000;500;9999;25;4;-377,96;-832,21;-0,74;0;0;0;0;0;0;0;0;-29,01;-659,73;0;0;0;0;0;-856,01;0;0;0;420
0;Owner;Employee;4000;509;558;12;6;-565,67;-830,9;-5,32;0;0;0;0;0;-185,83;-155,8;0;-78,45;-360;0;0;0;0;0;-239,04;0;-200;0;568,77
0;Renter;Employee;2500;-1;585;17;12;-77,41;-828,14;-3,81;0;0;0;0;0;0;-77,17;0;-38,43;-700;0;0;0;0;0;-314,63;0;-700;0;0
0;Owner;Employee;4000;529;462;34;11;12;-826,01;0;0;0;0;0;-65;0;-399,89;0;-1015,52;0;-976,14;0;-74;0;0;-1329,52;0;0;0;0
0;Renter;Employee;2000;530;546;109;49;19,39;-826,01;-385,18;0;0;0;0;0;0;0;0;-100;-320;0;0;0;0;0;-108,43;0;-310;0;194,78
0;Renter;Employee;1500;353;541;64;54;-1015,98;-825,36;-5,59;0;0;0;0;0;-12,99;-172,71;0;-43,96;-1409,6;0;0;0;0;0;-336,36;0;-1390;0;1017,42
0;Other;Employee;1500;540;144;23;7;-325,55;-824,05;0;0;0;0;0;-50,2;0;-109,43;-200,88;-801,35;-270;-122,58;0;-100;-162,99;0;-979,58;0;0;0;500
0;Owner;Employee;2000;545;291;19;6;-328,88;-824,05;0;0;0;0;0;0;0;0;0;-781,21;0;0;0;0;0;0;-219,98;0;0;0;326,99
0;Renter;Retiree/pensioner;1500;548;322;35;12;-376,1;-824,05;0;0;0;0;0;0;0;-124,33;0;-687,39;0;0;0;0;-162,99;0;-832,21;0;0;0;310,44
0;Unknown;Unknown;-1;549;144;37;5;-362,25;-824,05;0;0;0;0;0;0;0;-491,69;0;-313,26;0;0;0;0;0;0;-809,07;0;0;0;0
0;Renter;Civil servants/governmental;2000;550;459;29;12;-338,05;-824,05;0;0;0;0;0;0;0;-124,33;-163,18;-356,76;-289,76;0;0;0;0;0;-855,94;0;0;0;500
0;Renter;Employee;2500;371;531;33;11;-985,29;-823,15;-14,09;0;0;0;0;0;-17,95;-696,45;0;-303,14;0;0;0;0;0;0;-412,3;0;0;0;580
0;Unknown;Unknown;-1;533;450;31;15;-886,91;-823,15;-17,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200
0;Unknown;Unknown;-1;544;323;29;15;-55,9;-822,01;0;0;0;0;0;0;0;-139,98;0;-312,92;0;0;0;0;0;0;-842,28;0;0;0;60
0;Renter;Executive employee;1500;378;1999;37;12;-530,39;-819,15;-8,08;0;0;0;0;0;0;0;0;0;-800;0;0;0;0;0;0;0;-800;0;50
0;Renter;Other;1500;466;661;855;864;-530,88;-819,15;-11,45;0;0;0;0;0;0;0;0;0;-950;0;0;0;0;0;0;0;-990;0;433,56
0;Owner;Executive employee;2500;544;684;15;10;-918,63;-818,06;-7,83;0;0;0;0;0;0;-105,19;0;-36,88;-340;0;0;0;0;0;-170,05;0;-330;0;50
0;Renter;Student;1500;-1;706;22;11;0;-817,93;-5,15;0;0;0;0;0;0;0;0;0;-900;0;0;0;0;0;0;0;-870;0;0
0;Renter;Unemployed;1000;445;751;14;11;0;-817,93;-0,67;0;0;0;0;0;0;0;0;-161,54;-350;0;0;-1106;-20,13;0;-264,76;-1000;-120;0;-999
0;Renter;Employee;1000;523;731;13;6;0;-817,93;-1,53;0;0;0;0;0;0;-141,54;0;-576,92;-150;0;0;0;0;0;-524,18;0;-150;0;-999
0;Renter;Student;1500;-1;517;65;58;-437,53;-817,75;-9,45;0;0;0;0;0;0;-140,8;0;-107,9;-400;0;0;0;0;0;-409,51;0;-400;0;0
0;Renter;Employee;2000;289;488;61;61;-437,53;-817,75;-9,48;0;0;0;0;0;0;-41,16;-30,75;-181,78;-400;-20;0;0;0;0;-215,94;0;-400;0;400
0;Renter;Employee;2500;-1;545;65;62;-792,14;-817,08;-11,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,3;0;0;0;200
0;Owner;Employee;2000;366;1150;97;13;-420,12;-816,61;-6,07;0;0;0;0;0;0;0;0;-752,74;-150;0;0;0;0;0;-539,64;0;-150;0;50
0;Owner;Self-employed/freelancer;4000;546;252;33;5;0;-816,48;0;0;0;0;0;0;0;0;0;-31,75;-864;0;0;0;0;0;-858,16;0;0;0;0
0;Owner;Other;2000;551;252;37;16;-29,74;-816,48;0;0;0;0;0;0;-9,9;0;0;-737,52;0;0;0;0;0;0;-832,21;0;0;0;21,44
0;Renter;Employee;2000;-1;402;35;20;-392,91;-815,62;0;0;0;0;0;0;-20;-388,13;-182,15;-477,64;-13,49;0;0;0;0;0;-805,5;0;0;0;452,7
0;Renter;Employee;3000;-1;350;21;6;-977,18;-815,16;-12,13;0;0;0;0;0;0;0;0;-113;0;0;0;0;0;0;-130,9;0;0;0;0
0;Owner;Employee;2000;413;121;24;11;-109,92;-811,94;-13,34;0;0;0;0;0;0;-194,84;0;0;-1380;0;0;0;0;0;-208,83;0;-1397,25;0;50
0;Owner;Employee;2000;592;-1;25;12;-76,71;-811,94;0;0;0;0;0;0;0;0;0;-713,33;0;0;0;0;0;0;-797,33;0;0;0;53
0;Renter;Executive employee;2500;543;323;21;10;-835,64;-810,51;-8,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Student;1000;524;731;153;117;-83,24;-810,3;0;0;0;-76,96;-25;-238;0;-75,08;0;-82,79;-360;-8,5;0;0;0;0;-800,88;0;0;0;351,81
0;Owner;Executive employee;2000;448;927;36;9;-385,1;-810,2;0;0;0;0;0;0;0;-194,33;0;-70,4;0;0;0;0;0;0;-762,78;0;0;0;400
0;Renter;Employee;2000;468;858;30;5;-404,1;-810,2;-10,03;0;0;0;0;0;-30,65;-155,8;0;-102,96;-317,34;0;0;-182;0;0;-409,51;0;-310;0;0
0;Renter;Employee;3000;539;252;142;6;-232,17;-809,07;0;0;0;0;0;-485,9;0;-24,5;-359,39;-151,33;-649,32;0;0;0;0;0;-657,1;0;0;0;225,53
0;At Parents;Other;2000;542;751;23;11;-1520,54;-807,82;-15,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140
0;Owner;Employee;2500;544;684;24;16;-1460,55;-807,82;-10,2;0;0;0;0;0;-17,95;-344,78;0;-343,77;-1409,6;0;0;0;0;0;-703,84;0;-1397,25;0;1321
0;Other;Other;1500;534;480;159;141;-781,36;-807,78;0;0;0;0;0;0;0;-418,27;0;-543,43;-204,98;0;0;0;0;0;-799,17;0;0;0;758,59
0;Unknown;Unknown;-1;-1;431;140;93;1,56;-806,24;-2,47;0;0;0;0;0;0;-8,2;0;-667,23;-800;0;0;0;0;0;-556,35;0;-800;0;-999
0;Unknown;Unknown;-1;-1;252;62;22;11,16;-806,24;-9,57;0;0;0;0;0;0;0;0;0;-1220;0;0;0;0;0;-107,38;0;-1220;0;510
0;Renter;Self-employed/freelancer;-1;562;192;28;13;-544,06;-805,66;-10;0;0;0;0;0;0;-84,29;0;-244,52;-237,3;0;0;0;0;0;-736,41;0;-10;0;200
0;Owner;Executive employee;2500;372;837;28;14;-157,99;-804,36;-9,16;0;0;0;0;-22,4;0;-317,79;0;-25,59;-865,5;0;0;0;0;0;-394,11;0;-900;0;0
0;Renter;Executive employee;2000;400;586;32;3;-146,66;-804,36;-9,57;0;0;0;0;-22,4;0;0;-324,43;0;0;0;0;0;-128,3;0;-263,24;0;0;0;201,66
0;Owner;Employee;1500;490;9999;27;12;-869,67;-803,6;-14,69;0;0;0;0;0;0;0;0;-35,09;-6,75;0;0;0;0;0;-99;0;0;0;80
0;Owner;Self-employed/freelancer;2500;392;563;113;93;-676,65;-802,34;-6,95;0;0;0;0;0;0;-120,99;-59,08;-159;-100;-2,1;0;0;-1,5;0;-308,01;0;-100;0;250
0;Owner;Employee;2500;357;502;25;10;-345,19;-801,11;0;0;0;0;0;0;0;0;0;-713,33;0;0;0;0;0;0;-790,83;0;0;0;344,95
0;Renter;Employee;1000;468;545;82;30;-452,69;-800,88;-6,18;0;0;0;0;0;0;-206,5;0;-104,59;-320;0;0;0;0;0;-376,66;0;-160;0;50
0;Renter;Employee;1000;370;252;20;9;-1464,38;-800,29;0;0;0;0;0;-50,2;0;-257,23;-232,4;-219,81;0;0;0;0;0;0;-883,8;0;0;0;1500
0;Renter;Employee;3000;-1;545;58;23;-147,44;-799,26;-3,93;0;0;0;0;0;0;-675,03;-53,5;0;-234,93;0;0;0;0;0;-596,38;0;-240;0;0
0;Renter;Retiree/pensioner;1000;575;322;22;4;-857,66;-798,31;-15,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Other;1000;359;545;28;7;-99,53;-797,33;0;0;0;0;0;0;0;-502,48;0;-1015,52;0;0;0;0;0;0;-979,58;0;0;0;0
0;Owner;Self-employed/freelancer;-1;567;192;37;17;-25,49;-796,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95
0;Renter;Employee;2000;480;755;23;19;-599,83;-795,29;-12,34;0;0;0;0;0;0;-191,5;0;-64,58;0;0;0;0;0;0;-384,97;0;0;0;150
0;Owner;Employee;2500;431;568;31;20;-917,82;-794,1;-13,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,19
0;Owner;Other;2500;500;364;25;12;-0,45;-790,83;-3,93;0;0;0;0;0;0;0;0;-752,74;-280;0;0;0;0;0;-752,74;0;0;0;0
0;Renter;Retiree/pensioner;2000;-1;1150;50;7;-615,78;-789,97;-8;0;0;0;0;0;0;0;0;0;-400;0;-62,98;0;0;0;0;0;-400;0;200
0;Unknown;Unknown;-1;560;233;27;5;-671,17;-789,53;0;0;0;0;0;0;0;-248,11;0;-321,63;0;0;0;0;0;0;-790,83;0;0;0;557,29
0;Unknown;Unknown;-1;605;239;26;15;-688,81;-789,53;-0,64;0;0;0;0;0;0;-348,12;-23,96;-321,63;0;0;0;0;0;0;-799,17;0;0;0;0
0;Owner;Executive employee;2000;510;479;23;10;-855,03;-788,6;-12,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Other;Executive employee;-1;-1;517;68;28;-383,38;-784,71;0;0;0;0;0;-31,5;0;-71,91;-1129,86;-46,13;-450;0;0;0;0;0;-1136,98;0;0;0;80
0;At Parents;Executive employee;2000;-1;724;120;107;-405,31;-784,71;0;0;0;0;0;0;0;0;-1129,86;-99,37;-67,9;0;0;-77,9;-1,5;0;-1012,17;0;0;0;650
0;Owner;Employee;2000;-1;810;69;20;-354,2;-784,71;0;0;0;0;0;-32;0;-208,88;-427,14;-511,58;0;0;0;0;0;0;-783,53;0;0;0;328,21
0;Owner;Retiree/pensioner;2500;545;192;75;26;-596,96;-783,52;0;0;0;0;0;0;0;-428,71;0;-295,23;0;0;0;0;0;0;-750,44;0;0;0;500
0;Unknown;Unknown;-1;-1;459;27;18;-1018,84;-783,39;-0,68;0;0;0;0;0;0;0;0;-687,75;0;0;0;0;0;0;-776,08;0;0;0;1032,1
0;Renter;Employee;2000;453;816;13;4;-377,4;-783,02;-7,3;0;0;0;0;0;-10;-108,17;0;0;-220;0;0;0;0;0;-107,36;0;-230;0;0
0;Renter;Employee;2000;471;808;14;4;-390,94;-783,02;-7,3;0;0;0;0;0;0;-161,57;0;-22,99;-100;0;0;0;0;0;-376,12;0;-100;0;0
0;Renter;Other;-1;516;472;14;5;-383,71;-783,02;-10,03;0;0;0;0;-5;0;-177,24;-52,64;-44,34;0;0;0;0;0;0;-223,06;0;0;0;0
0;Renter;Employee;2000;479;644;14;4;-247,51;-782,71;-3,79;0;0;0;0;0;0;0;0;-719,71;-240,6;0;0;0;0;0;-539,64;0;-230;0;0
0;Owner;Retiree/pensioner;1500;377;201;11;5;-565,67;-782,4;0;0;0;0;0;0;0;-340,35;0;-313,26;0;0;0;-50,7;0;0;-766,3;-50,7;0;0;636
0;Owner;Retiree/pensioner;2500;-1;323;63;47;-795,35;-782,27;0;0;0;0;0;-109,29;0;-586,45;0;-398,99;0;0;0;0;0;0;-927,75;0;0;0;740,4
0;Owner;Self-employed/freelancer;5000;520;375;53;33;-850,29;-782,27;0;0;0;0;0;0;0;-201,02;-1020,9;-490,45;0;0;0;0;0;0;-761,58;0;0;0;768,79
0;At Parents;Executive employee;2000;603;628;16;6;-172,8;-781,21;0;0;0;0;0;0;-15,99;-308,96;-49,99;-213,84;-15;0;0;-50;0;0;-761,58;-50;0;0;0
0;Unknown;Unknown;-1;478;791;22;3;-248,12;-780,99;-5,26;0;0;0;0;-140;-11,99;0;0;-74,08;0;0;0;0;0;0;-59,18;0;0;0;100
0;Owner;Self-employed/freelancer;2000;483;747;37;5;-257,39;-780,99;0;0;0;0;0;0;0;-138,23;-324,48;-122,25;0;0;0;0;0;0;-559,02;0;0;0;239,87
0;Unknown;Unknown;-1;553;192;15;3;-268,41;-777,36;0;0;0;0;0;0;0;-600,09;0;-178,03;-7,5;-296,35;0;-56;0;0;-754,6;0;0;0;802,16
0;Owner;Executive employee;1500;577;136;74;43;-298,83;-777,36;-0,09;0;0;0;0;0;0;-49;0;-623,25;-90;-4,1;0;0;-100;0;-781,21;0;-80;0;279
0;Owner;Unknown;3000;554;348;57;18;-81,99;-776;0;0;0;0;0;-197,1;0;-17,34;0;-99,3;-172,5;0;0;0;0;0;-737,18;0;0;0;0
0;Renter;Retiree/pensioner;4000;601;322;63;35;-113,5;-776;0;0;0;0;0;0;0;-194,94;0;-613,29;-74;0;0;0;0;0;-757,29;0;0;0;92,08
0;Renter;Employee;2000;504;488;37;18;-933,03;-775,27;0;0;0;0;0;-58,37;-11,99;-472,85;0;-259,12;0;0;0;0;0;0;-809,07;0;0;0;935,92
0;Renter;Civil servants/governmental;2500;534;701;24;13;-730,32;-772,74;0;0;0;0;0;0;0;-266,5;-273,92;-148,47;0;0;0;0;0;0;-659,43;0;0;0;0
0;Owner;Employee;2000;532;403;21;3;-499,89;-770,63;0;0;0;0;0;0;0;0;0;-746,96;0;0;0;0;0;0;-772,98;0;0;0;560
0;Renter;Other;1500;473;689;294;34;-346,17;-770,22;-0,99;0;0;0;0;0;0;0;0;-29,01;-150;0;0;0;0;0;-769,09;0;-90;0;358,59
0;At Parents;Employee;2000;523;554;57;31;-360,46;-770,22;-6,44;0;0;0;0;0;0;-283,71;-49,97;0;0;0;0;0;0;0;-337,45;0;0;0;100
0;Renter;Other;1500;494;545;50;25;0,43;-769,09;-11,96;0;0;0;0;0;0;0;0;-199,97;-400;0;0;0;0;0;-375,82;0;0;0;100
0;Renter;Student;1000;-1;484;211;158;-970,98;-767,32;0;0;0;0;0;-430;0;-414,44;0;-461,85;0;0;0;0;0;0;-757,46;0;0;0;908,38
0;Owner;Housewife;1000;370;488;152;140;-878,37;-767,32;-16,92;0;0;0;0;0;0;-32;0;0;0;0;0;0;0;0;-31,45;0;0;0;35
0;At Parents;Employee;2500;403;1150;24;17;-804,9;-766,64;-13,06;0;0;0;0;0;0;-26,86;0;0;0;0;0;0;0;0;-32,29;0;0;0;100
0;Renter;Employee;1500;383;712;87;59;-630,25;-764,87;-8,18;0;0;0;0;0;0;0;0;0;-69;0;0;0;0;0;0;0;-50;0;0
0;At Parents;Civil servants/governmental;1500;501;404;199;63;-629,97;-764,87;0;0;0;0;-632,22;-968;0;-388,42;-113,18;-342,18;0;0;0;0;0;0;-748,16;0;0;0;582,93
0;Renter;Unknown;2000;458;1150;13;7;-488,95;-763,1;-8,22;0;0;0;-12,11;0;0;-131,91;0;-293,8;-300;0;0;0;0;0;-625,56;0;-320;0;100
0;Unknown;Unknown;-1;496;886;23;6;-452,79;-763,1;-10,02;0;0;0;0;0;0;-145,24;0;-293,8;0;0;0;0;0;0;-732,24;0;0;0;200
0;Renter;Employee;1000;525;546;41;21;-977,77;-761,22;-12,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,73;0;0;0;50
0;Owner;Self-employed/freelancer;3000;-1;457;28;5;-347;-758,87;-0,54;0;0;0;0;0;0;-48,82;0;-167,79;0;-173,79;0;0;0;0;-769,09;0;0;0;326,99
0;Owner;Employee;2000;-1;711;21;14;-349,11;-758,87;-4,48;0;0;0;0;0;-11,99;-110,52;0;-79,3;-160;-22,2;0;0;-311,57;0;-215,59;0;-160;0;206
0;At Parents;Student;1500;-1;681;60;55;-23,36;-758,04;-130,37;0;0;0;0;0;0;-52,7;-34,96;-207,1;-539,58;0;0;0;0;0;-263,94;0;-510;-130;30,18
